Institution Name,City,State,Website,Domain,Clearbit Logo URL
Southwest Virginia Community College (SVCC),Cedar Bluff,Virginia (VA),https://sw.edu/,sw.edu,https://logo.clearbit.com/sw.edu
Staunton School of Cosmetology (SSC),Staunton,Virginia (VA),https://hairstylingschool.com/,hairstylingschool.com,https://logo.clearbit.com/hairstylingschool.com
Sweet Briar College (SBC),Sweet Briar,Virginia (VA),https://www.sbc.edu/,sbc.edu,https://logo.clearbit.com/sbc.edu
Virginia Peninsula Community College (VPCC),Hampton,Virginia (VA),https://vpcc.edu/,vpcc.edu,https://logo.clearbit.com/vpcc.edu
Tidewater Community College (TCC),Norfolk,Virginia (VA),https://www.tcc.edu/,tcc.edu,https://logo.clearbit.com/tcc.edu
Union Presbyterian Seminary (UPS),Richmond,Virginia (VA),https://www.upsem.edu/,upsem.edu,https://logo.clearbit.com/upsem.edu
University of Virginia's College at Wise (UVCW),Wise,Virginia (VA),https://www.uvawise.edu/,uvawise.edu,https://logo.clearbit.com/uvawise.edu
Virginia Highlands Community College (VHCC),Abingdon,Virginia (VA),https://www.vhcc.edu/,vhcc.edu,https://logo.clearbit.com/vhcc.edu
Virginia Polytechnic Institute and State University (VPISU),Blacksburg,Virginia (VA),https://www.vt.edu/,vt.edu,https://logo.clearbit.com/vt.edu
Virginia Western Community College (VWCC),Roanoke,Virginia (VA),https://virginiawestern.edu/,virginiawestern.edu,https://logo.clearbit.com/virginiawestern.edu
Virginia Commonwealth University (VCU),Richmond,Virginia (VA),https://www.vcu.edu/,vcu.edu,https://logo.clearbit.com/vcu.edu
University of Virginia-Main Campus (UVC),Charlottesville,Virginia (VA),https://www.virginia.edu/,virginia.edu,https://logo.clearbit.com/virginia.edu
Virginia Military Institute (VMI),Lexington,Virginia (VA),https://www.vmi.edu/,vmi.edu,https://logo.clearbit.com/vmi.edu
Asher Institute of Hampton (AIH),Hampton,Virginia (VA),https://www.aiofhampton.edu/,aiofhampton.edu,https://logo.clearbit.com/aiofhampton.edu
Virginia University of Lynchburg (VUL),Lynchburg,Virginia (VA),https://www.vul.edu/,vul.edu,https://logo.clearbit.com/vul.edu
Virginia State University (VSU),Petersburg,Virginia (VA),https://www.vsu.edu/,vsu.edu,https://logo.clearbit.com/vsu.edu
Virginia Union University (VUU),Richmond,Virginia (VA),https://www.vuu.edu/,vuu.edu,https://logo.clearbit.com/vuu.edu
Virginia Wesleyan University (VWU),Virginia Beach,Virginia (VA),https://www.vwu.edu/,vwu.edu,https://logo.clearbit.com/vwu.edu
Washington and Lee University (WLU),Lexington,Virginia (VA),https://www.wlu.edu/,wlu.edu,https://logo.clearbit.com/wlu.edu
Wytheville Community College (WCC),Wytheville,Virginia (VA),https://www.wcc.vccs.edu/,wcc.vccs.edu,https://logo.clearbit.com/wcc.vccs.edu
Bellevue College (BC),Bellevue,Washington (WA),https://bellevuecollege.edu/,bellevuecollege.edu,https://logo.clearbit.com/bellevuecollege.edu
Bellingham Technical College (BTC),Bellingham,Washington (WA),https://www.btc.edu/,btc.edu,https://logo.clearbit.com/btc.edu
Big Bend Community College (BBCC),Moses Lake,Washington (WA),https://www.bigbend.edu/,bigbend.edu,https://logo.clearbit.com/bigbend.edu
Central Washington University (CWU),Ellensburg,Washington (WA),https://www.cwu.edu/,cwu.edu,https://logo.clearbit.com/cwu.edu
Centralia College (CC),Centralia,Washington (WA),https://www.centralia.edu/,centralia.edu,https://logo.clearbit.com/centralia.edu
City University of Seattle (CUS),Seattle,Washington (WA),https://www.cityu.edu/,cityu.edu,https://logo.clearbit.com/cityu.edu
Clark College (CC),Vancouver,Washington (WA),https://www.clark.edu/,clark.edu,https://logo.clearbit.com/clark.edu
Clover Park Technical College (CPTC),Lakewood,Washington (WA),https://www.cptc.edu/,cptc.edu,https://logo.clearbit.com/cptc.edu
Columbia Basin College (CBC),Pasco,Washington (WA),https://www.columbiabasin.edu/,columbiabasin.edu,https://logo.clearbit.com/columbiabasin.edu
Cornish College of the Arts (CCTA),Seattle,Washington (WA),https://www.cornish.edu/,cornish.edu,https://logo.clearbit.com/cornish.edu
Divers Institute of Technology (DIT),Seattle,Washington (WA),https://www.diversinstitute.edu/,diversinstitute.edu,https://logo.clearbit.com/diversinstitute.edu
Eastern Washington University (EWU),Cheney,Washington (WA),https://www.ewu.edu/,ewu.edu,https://logo.clearbit.com/ewu.edu
Edmonds College (EC),Lynnwood,Washington (WA),https://www.edmonds.edu/,edmonds.edu,https://logo.clearbit.com/edmonds.edu
Everett Community College (ECC),Everett,Washington (WA),https://www.everettcc.edu/,everettcc.edu,https://logo.clearbit.com/everettcc.edu
The Evergreen State College (TESC),Olympia,Washington (WA),https://www.evergreen.edu/,evergreen.edu,https://logo.clearbit.com/evergreen.edu
Pierce College District (PCD),Lakewood,Washington (WA),https://www.pierce.ctc.edu/,pierce.ctc.edu,https://logo.clearbit.com/pierce.ctc.edu
Glen Dow Academy of Hair Design (GDAHD),Spokane,Washington (WA),https://www.glendow.com/,glendow.com,https://logo.clearbit.com/glendow.com
Gonzaga University (GU),Spokane,Washington (WA),https://www.gonzaga.edu/,gonzaga.edu,https://logo.clearbit.com/gonzaga.edu
Grays Harbor College (GHC),Aberdeen,Washington (WA),https://www.ghc.edu/,ghc.edu,https://logo.clearbit.com/ghc.edu
Green River College (GRC),Auburn,Washington (WA),https://www.greenriver.edu/,greenriver.edu,https://logo.clearbit.com/greenriver.edu
Toni & Guy Hairdressing Academy-Shoreline (TGHA),Shoreline,Washington (WA),https://www.evergreenbeauty.edu/,evergreenbeauty.edu,https://logo.clearbit.com/evergreenbeauty.edu
Heritage University (HU),Toppenish,Washington (WA),https://www.heritage.edu/,heritage.edu,https://logo.clearbit.com/heritage.edu
Highline College (HC),Des Moines,Washington (WA),https://www.highline.edu/,highline.edu,https://logo.clearbit.com/highline.edu
International Air and Hospitality Academy (IAHA),Vancouver,Washington (WA),https://aha.edu/,aha.edu,https://logo.clearbit.com/aha.edu
Bastyr University (BU),Kenmore,Washington (WA),https://www.bastyr.edu/,bastyr.edu,https://logo.clearbit.com/bastyr.edu
Bates Technical College (BTC),Tacoma,Washington (WA),https://www.batestech.edu/,batestech.edu,https://logo.clearbit.com/batestech.edu
Lake Washington Institute of Technology (LWIT),Kirkland,Washington (WA),https://www.lwtech.edu/,lwtech.edu,https://logo.clearbit.com/lwtech.edu
Lower Columbia College (LCC),Longview,Washington (WA),https://lowercolumbia.edu/,lowercolumbia.edu,https://logo.clearbit.com/lowercolumbia.edu
BJ's Beauty & Barber College (BBBC),Tacoma,Washington (WA),https://www.bjsbeautyandbarbercollege.com/,bjsbeautyandbarbercollege.com,https://logo.clearbit.com/bjsbeautyandbarbercollege.com
North Seattle College (NSC),Seattle,Washington (WA),https://www.northseattle.edu/,northseattle.edu,https://logo.clearbit.com/northseattle.edu
Northwest University (NU),Kirkland,Washington (WA),https://www.northwestu.edu/,northwestu.edu,https://logo.clearbit.com/northwestu.edu
Olympic College (OC),Bremerton,Washington (WA),https://www.olympic.edu/,olympic.edu,https://logo.clearbit.com/olympic.edu
Perry Technical Institute (PTI),Yakima,Washington (WA),https://www.perrytech.edu/,perrytech.edu,https://logo.clearbit.com/perrytech.edu
Pacific Lutheran University (PLU),Tacoma,Washington (WA),https://www.plu.edu/,plu.edu,https://logo.clearbit.com/plu.edu
Peninsula College (PC),Port Angeles,Washington (WA),https://www.pencol.edu/,pencol.edu,https://logo.clearbit.com/pencol.edu
University of Puget Sound (UPS),Tacoma,Washington (WA),https://www.pugetsound.edu/,pugetsound.edu,https://logo.clearbit.com/pugetsound.edu
Renton Technical College (RTC),Renton,Washington (WA),https://www.rtc.edu/,rtc.edu,https://logo.clearbit.com/rtc.edu
Saint Martin's University (SMU),Lacey,Washington (WA),https://www.stmartin.edu/,stmartin.edu,https://logo.clearbit.com/stmartin.edu
South Seattle College (SSC),Seattle,Washington (WA),https://southseattle.edu/,southseattle.edu,https://logo.clearbit.com/southseattle.edu
Seattle Central College (SCC),Seattle,Washington (WA),https://seattlecentral.edu/,seattlecentral.edu,https://logo.clearbit.com/seattlecentral.edu
Seattle Pacific University (SPU),Seattle,Washington (WA),https://spu.edu/,spu.edu,https://logo.clearbit.com/spu.edu
Seattle University (SU),Seattle,Washington (WA),https://www.seattleu.edu/,seattleu.edu,https://logo.clearbit.com/seattleu.edu
Shoreline Community College (SCC),Shoreline,Washington (WA),https://www.shoreline.edu/,shoreline.edu,https://logo.clearbit.com/shoreline.edu
Skagit Valley College (SVC),Mount Vernon,Washington (WA),https://www.skagit.edu/,skagit.edu,https://logo.clearbit.com/skagit.edu
South Puget Sound Community College (SPSCC),Olympia,Washington (WA),https://www.spscc.edu/,spscc.edu,https://logo.clearbit.com/spscc.edu
Spokane Community College (SCC),Spokane,Washington (WA),https://scc.spokane.edu/,scc.spokane.edu,https://logo.clearbit.com/scc.spokane.edu
Spokane Falls Community College (SFCC),Spokane,Washington (WA),https://sfcc.spokane.edu/,sfcc.spokane.edu,https://logo.clearbit.com/sfcc.spokane.edu
Stylemaster College of Hair Design (SCHD),Longview,Washington (WA),https://stylemasters.edu/,stylemasters.edu,https://logo.clearbit.com/stylemasters.edu
Tacoma Community College (TCC),Tacoma,Washington (WA),https://www.tacomacc.edu/,tacomacc.edu,https://logo.clearbit.com/tacomacc.edu
Walla Walla Community College (WWCC),Walla Walla,Washington (WA),https://www.wwcc.edu/,wwcc.edu,https://logo.clearbit.com/wwcc.edu
Walla Walla University (WWU),College Place,Washington (WA),https://www.wallawalla.edu/,wallawalla.edu,https://logo.clearbit.com/wallawalla.edu
Washington State University (WSU),Pullman,Washington (WA),https://wsu.edu/,wsu.edu,https://logo.clearbit.com/wsu.edu
University of Washington-Seattle Campus (UWC),Seattle,Washington (WA),https://www.washington.edu/,washington.edu,https://logo.clearbit.com/washington.edu
Wenatchee Valley College (WVC),Wenatchee,Washington (WA),https://www.wvc.edu/,wvc.edu,https://logo.clearbit.com/wvc.edu
Western Washington University (WWU),Bellingham,Washington (WA),https://wwu.edu/,wwu.edu,https://logo.clearbit.com/wwu.edu
Whatcom Community College (WCC),Bellingham,Washington (WA),https://whatcom.edu/,whatcom.edu,https://logo.clearbit.com/whatcom.edu
Whitman College (WC),Walla Walla,Washington (WA),https://www.whitman.edu/,whitman.edu,https://logo.clearbit.com/whitman.edu
Whitworth University (WU),Spokane,Washington (WA),https://www.whitworth.edu/,whitworth.edu,https://logo.clearbit.com/whitworth.edu
Yakima Valley College (YVC),Yakima,Washington (WA),https://www.yvcc.edu/,yvcc.edu,https://logo.clearbit.com/yvcc.edu
Appalachian Beauty School (ABS),Belfry,Kentucky (KY),https://appalachianbeautyschool.com/,appalachianbeautyschool.com,https://logo.clearbit.com/appalachianbeautyschool.com
Appalachian Bible College (ABC),Mount Hope,West Virginia (WV),https://abc.edu/,abc.edu,https://logo.clearbit.com/abc.edu
B M Spurr School of Practical Nursing (BMSSPN),Glen Dale,West Virginia (WV),https://wvumedicine.org/reynolds-memorial/,wvumedicine.org,https://logo.clearbit.com/wvumedicine.org
Ben Franklin Career Center (BFCC),Dunbar,West Virginia (WV),https://bf.kana.k12.wv.us/,bf.kana.k12.wv.us,https://logo.clearbit.com/bf.kana.k12.wv.us
Bethany College (BC),Bethany,West Virginia (WV),https://www.bethanywv.edu/,bethanywv.edu,https://logo.clearbit.com/bethanywv.edu
Bluefield State University (BSU),Bluefield,West Virginia (WV),https://bluefieldstate.edu/,bluefieldstate.edu,https://logo.clearbit.com/bluefieldstate.edu
Cabell County Career Technology Center (CCCTC),Huntington,West Virginia (WV),https://www.cabellschools.com/Domain/12,cabellschools.com,https://logo.clearbit.com/cabellschools.com
Charleston School of Beauty Culture (CSBC),Charleston,West Virginia (WV),https://wvcsbc.net/,wvcsbc.net,https://logo.clearbit.com/wvcsbc.net
University of Charleston (UC),Charleston,West Virginia (WV),https://www.ucwv.edu/,ucwv.edu,https://logo.clearbit.com/ucwv.edu
Clarksburg Beauty Academy and School of Massage Therapy (CBASMT),Clarksburg,West Virginia (WV),https://clarksburgbeautyacademywv.com/,clarksburgbeautyacademywv.com,https://logo.clearbit.com/clarksburgbeautyacademywv.com
Concord University (CU),Athens,West Virginia (WV),https://www.concord.edu/,concord.edu,https://logo.clearbit.com/concord.edu
Davis & Elkins College (DEC),Elkins,West Virginia (WV),https://www.dewv.edu/,dewv.edu,https://logo.clearbit.com/dewv.edu
Fairmont State University (FSU),Fairmont,West Virginia (WV),https://www.fairmontstate.edu/,fairmontstate.edu,https://logo.clearbit.com/fairmontstate.edu
Glenville State University (GSU),Glenville,West Virginia (WV),https://www.glenville.edu/,glenville.edu,https://logo.clearbit.com/glenville.edu
Huntington Junior College (HJC),Huntington,West Virginia (WV),https://www.hjc.edu/,hjc.edu,https://logo.clearbit.com/hjc.edu
James Rumsey Technical Institute (JRTI),Martinsburg,West Virginia (WV),https://www.jamesrumsey.com/,jamesrumsey.com,https://logo.clearbit.com/jamesrumsey.com
Ralph R Willis Career and Technical Center (RRWCTC),Stollings,West Virginia (WV),https://www.rrw.logancountyschoolswv.com/,rrw.logancountyschoolswv.com,https://logo.clearbit.com/rrw.logancountyschoolswv.com
Marshall University (MU),Huntington,West Virginia (WV),https://www.marshall.edu/,marshall.edu,https://logo.clearbit.com/marshall.edu
Mercer County Technical Education Center (MCTEC),Princeton,West Virginia (WV),https://mercercountyschools.sites.thrillshare.com/o/mctec,mercercountyschools.sites.thrillshare.com,https://logo.clearbit.com/mercercountyschools.sites.thrillshare.com
Monongalia County Technical Education Center (MCTEC),Morgantown,West Virginia (WV),https://mtec.mono.k12.wv.us/,mtec.mono.k12.wv.us,https://logo.clearbit.com/mtec.mono.k12.wv.us
Morgantown Beauty College Inc (MBCI),Morgantown,West Virginia (WV),https://www.morgantownbeautycollege.edu/,morgantownbeautycollege.edu,https://logo.clearbit.com/morgantownbeautycollege.edu
Mountain State College (MSC),Parkersburg,West Virginia (WV),https://www.msc.edu/,msc.edu,https://logo.clearbit.com/msc.edu
West Virginia University at Parkersburg (WVUP),Parkersburg,West Virginia (WV),https://www.wvup.edu/,wvup.edu,https://logo.clearbit.com/wvup.edu
Potomac State College of West Virginia University (PSCWVU),Keyser,West Virginia (WV),https://www.potomacstatecollege.edu/,potomacstatecollege.edu,https://logo.clearbit.com/potomacstatecollege.edu
Academy of Careers and Technology (ACT),Beckley,West Virginia (WV),https://www.wvact.net/,wvact.net,https://logo.clearbit.com/wvact.net
Salem University (SU),Salem,West Virginia (WV),https://www.salemu.edu/,salemu.edu,https://logo.clearbit.com/salemu.edu
Shepherd University (SU),Shepherdstown,West Virginia (WV),https://www.shepherd.edu/,shepherd.edu,https://logo.clearbit.com/shepherd.edu
Southern West Virginia Community and Technical College (SWVCTC),Logan,West Virginia (WV),https://www.southernwv.edu/,southernwv.edu,https://logo.clearbit.com/southernwv.edu
Fred W Eberle Technical Center (FWETC),Buckhannon,West Virginia (WV),https://fetc.edu/,fetc.edu,https://logo.clearbit.com/fetc.edu
West Virginia School of Osteopathic Medicine (WVSOM),Lewisburg,West Virginia (WV),https://www.wvsom.edu/,wvsom.edu,https://logo.clearbit.com/wvsom.edu
West Virginia State University (WVSU),Institute,West Virginia (WV),https://www.wvstateu.edu/,wvstateu.edu,https://logo.clearbit.com/wvstateu.edu
West Liberty University (WLU),West Liberty,West Virginia (WV),https://www.westliberty.edu/,westliberty.edu,https://logo.clearbit.com/westliberty.edu
West Virginia University Institute of Technology (WVUIT),Beckley,West Virginia (WV),https://www.wvutech.edu/,wvutech.edu,https://logo.clearbit.com/wvutech.edu
West Virginia Wesleyan College (WVWC),Buckhannon,West Virginia (WV),https://www.wvwc.edu/,wvwc.edu,https://logo.clearbit.com/wvwc.edu
West Virginia Junior College-Charleston (WVJC),Cross Lanes,West Virginia (WV),https://www.wvjc.edu/,wvjc.edu,https://logo.clearbit.com/wvjc.edu
International Beauty School 4 (IBS),Martinsburg,West Virginia (WV),https://www.theinternationalbeautyschool.com/,theinternationalbeautyschool.com,https://logo.clearbit.com/theinternationalbeautyschool.com
West Virginia Northern Community College (WVNCC),Wheeling,West Virginia (WV),https://www.wvncc.edu/,wvncc.edu,https://logo.clearbit.com/wvncc.edu
West Virginia University (WVU),Morgantown,West Virginia (WV),https://www.wvu.edu/,wvu.edu,https://logo.clearbit.com/wvu.edu
Wheeling University (WU),Wheeling,West Virginia (WV),https://www.wheeling.edu/,wheeling.edu,https://logo.clearbit.com/wheeling.edu
Wood County Technical Center-Practical Nursing (WCTCN),Parkersburg,West Virginia (WV),https://www.woodcountyschoolswv.com/o/wctc/page/practical-nursing,woodcountyschoolswv.com,https://logo.clearbit.com/woodcountyschoolswv.com
VICI Beauty School (VBS),Greenfield,Wisconsin (WI),https://www.vicibeautyschool.com/,vicibeautyschool.com,https://logo.clearbit.com/vicibeautyschool.com
Alverno College (AC),Milwaukee,Wisconsin (WI),https://www.alverno.edu/,alverno.edu,https://logo.clearbit.com/alverno.edu
Madison Area Technical College (MATC),Madison,Wisconsin (WI),https://madisoncollege.edu/,madisoncollege.edu,https://logo.clearbit.com/madisoncollege.edu
Bellin College (BC),Green Bay,Wisconsin (WI),https://www.bellincollege.edu/,bellincollege.edu,https://logo.clearbit.com/bellincollege.edu
Beloit College (BC),Beloit,Wisconsin (WI),https://www.beloit.edu/,beloit.edu,https://logo.clearbit.com/beloit.edu
Blackhawk Technical College (BTC),Janesville,Wisconsin (WI),https://www.blackhawk.edu/,blackhawk.edu,https://logo.clearbit.com/blackhawk.edu
